epoch,acc,loss,lr,val_acc,val_loss
0,0.48965669014084506,2.072607407191346,0.001,0.4677,1.986283864402771
1,0.6265209734229907,1.4376844117704815,0.001,0.5153,1.6990176525115968
2,0.6830771693884086,1.2246192689129758,0.001,0.662,1.2949828233718872
3,0.722362311879603,1.1077849086644822,0.001,0.6246,1.4207309213638306
4,0.7488992955491515,1.0164879247083367,0.001,0.6313,1.3701471866607666
5,0.7652097342299071,0.9597293476702653,0.001,0.7029,1.144148120880127
6,0.778858469420429,0.9160657140103968,0.001,0.7316,1.0544254954338075
7,0.7898855267371118,0.8762648136349317,0.001,0.7405,1.122477625465393
8,0.8000920589177073,0.840157153779713,0.001,0.7388,1.0672427651405334
9,0.809978386167147,0.8085318291717869,0.001,0.7401,1.0970371554374694
10,0.8174231508165226,0.7912971272210528,0.001,0.752,1.01014362616539
11,0.8212055715658021,0.7677770067284285,0.001,0.7625,0.9538123568534851
12,0.8289705411463336,0.7477392594363115,0.001,0.7973,0.8509656970024109
13,0.8308317323086776,0.7336330340147553,0.001,0.7916,0.8677850690841675
14,0.8374959974383606,0.7150326111436539,0.001,0.7586,0.9880770652770996
15,0.8412584053794429,0.7046056476457738,0.001,0.7858,0.9056248309135437
16,0.8457212616074288,0.6909034668998462,0.001,0.7544,0.9627643228530883
17,0.8460214537303874,0.6788765206250708,0.001,0.8068,0.8000228396415711
18,0.8531660262568044,0.6664137096501221,0.001,0.7586,0.9790714004993438
19,0.8521253602305475,0.6588219885371108,0.001,0.8245,0.7403404077529907
20,0.8542667307076529,0.6548369426281453,0.001,0.8046,0.8360772148132324
21,0.8583093179634966,0.6408191867031962,0.001,0.7513,1.090602113723755
22,0.8618715978226065,0.6305662270658031,0.001,0.7807,0.8914610301971435
23,0.8627121357668908,0.6256886365663307,0.001,0.7945,0.8602998288154602
24,0.8674351585014409,0.6157621372940828,0.0003162278,0.7732,0.9510343417644501
25,0.8638928914505284,0.6162069655747281,0.001,0.803,0.8189036906719208
26,0.86947646493756,0.6078345898229878,0.001,0.8217,0.7997974942207337
27,0.8690361831572206,0.6033807283519668,0.001,0.7983,0.8411777150154114
28,0.8727385526737111,0.5898504552171661,0.001,0.8021,0.8689866044998169
29,0.8741394492475184,0.5895869670447118,0.0003162278,0.805,0.8227459735870362
30,0.8752001280819725,0.5846554340172608,0.001,0.803,0.8322746708869934
31,0.8763208453410183,0.5819991756775728,0.001,0.7917,0.8908715445518494
32,0.8780619596541787,0.5723451899482087,0.001,0.8387,0.7210528849601746
33,0.8788624719820686,0.5732825212645828,0.001,0.8396,0.7026385165691376
34,0.8793627921869996,0.572366806451533,0.001,0.8216,0.7939412875175476
35,0.8776216778738393,0.5669664466682627,0.001,0.8146,0.7836027298927307
36,0.8826048671149536,0.5594529419459863,0.001,0.8382,0.700406210231781
37,0.8836455331412104,0.5585884796363056,0.001,0.8007,0.820897781085968
38,0.8823447006083893,0.5568723937772689,0.001,0.8371,0.7227450455665588
39,0.8823046749919948,0.5578930176796915,0.001,0.8274,0.7643002214431762
40,0.8849463656740314,0.549710413411837,0.001,0.8516,0.6649648829936982
41,0.8856868395773295,0.5489264537404067,0.001,0.8349,0.7403634117126465
42,0.8860670829330771,0.546314842820053,0.001,0.8478,0.6961349179267883
43,0.8863272494396414,0.5425665075871337,0.001,0.8357,0.7137682191371918
44,0.8871277617675313,0.5402738650926138,0.001,0.8534,0.6632259093284607
45,0.8891690682036504,0.5333400869690147,0.001,0.7652,1.037209756231308
46,0.8882284662183798,0.5341255170410351,0.001,0.8662,0.6152412904739379
47,0.8885686839577329,0.5333403223911387,0.001,0.8191,0.8023923176765442
48,0.8913104386807557,0.5257018352028195,0.001,0.8107,0.8746407127380371
49,0.891250400256164,0.5280600969622695,0.001,0.8526,0.6671993381023407
50,0.891750720461095,0.525051910164186,0.001,0.8695,0.5989034624099732
51,0.8921309638168428,0.5243056389600697,0.001,0.8591,0.6293284182071686
52,0.8930315401857188,0.5215594508863205,0.001,0.8284,0.752268702173233
53,0.8930715658021133,0.516932557742259,0.001,0.8186,0.8049869679450988
54,0.8935918988152417,0.5206167199578836,0.001,0.8516,0.6615545566558838
55,0.8950128081972463,0.5123891678903869,0.0003162278,0.8627,0.6186796683311463
56,0.8960134486071085,0.5121710893533721,0.001,0.8402,0.7096025030136108
57,0.8956131924431636,0.5102702818770383,0.001,0.8338,0.7273112095832824
58,0.8959133845661224,0.5116566842540579,0.001,0.8495,0.6783746802091598
59,0.8981348062760166,0.5070535181674138,0.001,0.8335,0.7507035729408265
60,0.8982348703170029,0.5038066245484268,0.0003162278,0.8324,0.750479463005066
61,0.8970941402497599,0.5005589080017192,0.001,0.8604,0.6534975837230682
62,0.9010967018892091,0.4982071535597999,0.001,0.8438,0.7245276527404785
63,0.8986551392891451,0.4972294462708147,0.001,0.7958,0.883062238407135
64,0.8997158181235991,0.4983182443360125,0.001,0.8528,0.6660839888095855
65,0.9000960614793467,0.4943285567654351,0.0003162278,0.8255,0.7950477966308593
66,0.8993555875760487,0.4978859496544158,0.001,0.811,0.854362757396698
67,0.9010166506564201,0.49221888133970315,0.001,0.8467,0.6987401288032532
68,0.9004362792187,0.49272830336761136,0.001,0.8412,0.7112336429595947
69,0.9024375600384246,0.4882185837988131,0.001,0.8582,0.6635737674713135
70,0.9020773294908742,0.4889389478240378,0.0003162278,0.8688,0.6141636853218079
71,0.9025976625040025,0.487997143573193,0.001,0.8515,0.6732903856754303
72,0.9034582132564841,0.4833900271090337,0.001,0.8298,0.7757441882133483
73,0.9053794428434198,0.48088649538438977,0.001,0.8549,0.6508925450325013
74,0.9020172910662824,0.4843120615412858,0.001,0.8252,0.7692383502960205
75,0.9038384566122318,0.48156504351627816,0.0003162278,0.8314,0.7788212899208069
76,0.9046789945565161,0.4766917036601148,0.001,0.8577,0.6407900601387024
77,0.9035182516810759,0.482345376894942,0.001,0.842,0.7200883848667144
78,0.9049791866794749,0.47734291053261085,0.001,0.8358,0.7535521588802337
79,0.9042987512007685,0.4773819171538767,0.001,0.846,0.7035168625354767
80,0.9063000320204931,0.47584312149358415,0.0003162278,0.8643,0.6361222283363343
81,0.9349183477425552,0.39038172551274797,1e-04,0.9125,0.4556782176494598
82,0.9461055075248159,0.35625553986142927,1e-04,0.9159,0.44647184901237486
83,0.9496277617675313,0.3402766342389061,1e-04,0.9163,0.450255650472641
84,0.9543707973102786,0.32738439987341716,1e-04,0.915,0.44484282388687135
85,0.9545709253922511,0.32043838070594,1e-04,0.9184,0.43361814727783204
86,0.9552713736791547,0.3126180896555198,1e-04,0.9173,0.43917699069976807
87,0.9564321165545949,0.30680018620463545,1e-04,0.9172,0.4323251495838165
88,0.9593940121677874,0.29653972059994066,1e-04,0.9163,0.4367421308040619
89,0.9596541786743515,0.29088584896924974,1e-04,0.9198,0.42553576574325563
90,0.9602145373038745,0.2885225270464754,1e-04,0.9188,0.43961531291007994
91,0.9613552673711175,0.28140547111978753,1e-04,0.9187,0.43436044220924375
92,0.9633365353826449,0.27380740404453485,1e-04,0.9175,0.4298468061447144
93,0.962856227985911,0.2712493158812482,1e-04,0.9169,0.42720654883384707
94,0.963836855587576,0.26999142185793523,1e-04,0.9185,0.4215231101989746
95,0.9650976625040025,0.262857425577397,1e-04,0.9207,0.4207128963470459
96,0.965297790585975,0.26069074091413563,1e-04,0.9215,0.413863032579422
97,0.9673190842138969,0.2537842771581759,1e-04,0.9207,0.41738083753585814
98,0.9648975344220301,0.2577773058525156,1e-04,0.9214,0.4092929636001587
99,0.9667387127761767,0.2502340996566965,1e-04,0.921,0.4100396493911743
100,0.9678594300352226,0.24723140234047122,1e-04,0.9214,0.41288903946876526
101,0.969360390650016,0.24277335796129462,1e-04,0.9204,0.4163337245941162
102,0.9703610310598784,0.23803911578319334,1e-04,0.9177,0.4237685371875763
103,0.9699807877041307,0.2364336463968379,3.1622774e-05,0.9219,0.41329559917449954
104,0.9699407620877362,0.2359307245197794,1e-04,0.9214,0.41846327114105225
105,0.971721902017291,0.22928417192755926,1e-04,0.9228,0.4113365075111389
106,0.9709614153057957,0.22859269275598101,1e-04,0.9219,0.40636126828193664
107,0.9711215177713737,0.22716506811296028,1e-04,0.9196,0.4205231176376343
108,0.9715017611271214,0.22470356279216513,1e-04,0.9206,0.41549874053001407
109,0.9722422350304195,0.22142739088211616,1e-04,0.9171,0.42643473958969114
110,0.972282260646814,0.21960139663945472,1e-04,0.9161,0.4281409640789032
111,0.9744636567403138,0.21450001389752052,3.1622774e-05,0.9203,0.41762520451545715
112,0.9734830291386487,0.21387001457902968,1e-04,0.9177,0.42329173526763914
113,0.9737031700288185,0.21242711498612896,1e-04,0.9195,0.42194881510734555
114,0.9743635926993276,0.21011500808717806,1e-04,0.9164,0.4215669186115265
115,0.9741434518091578,0.20946098187013273,1e-04,0.9233,0.4130457545757294
116,0.9754642971501761,0.20566984104529965,3.1622774e-05,0.9232,0.4131137383460999
117,0.9760846942042908,0.20201868429574835,1e-04,0.9215,0.4122953969478607
118,0.9755643611911623,0.2026592496063249,1e-04,0.9178,0.4188162199497223
119,0.975864553314121,0.20008889889434633,1e-04,0.9195,0.41476597900390627
120,0.9767651296829971,0.1980726452943342,1e-04,0.9225,0.4105810104846954
121,0.9796869996797951,0.19115568592004045,1e-05,0.9236,0.40188014311790465
122,0.9804674991994877,0.18796024788582588,1e-05,0.9242,0.3990817517280579
123,0.981308037143772,0.18567778651545608,1e-05,0.9247,0.39987779722213745
124,0.9821886007044508,0.18336061633743997,1e-05,0.9242,0.3996386711597443
125,0.9824687800192123,0.1836960168601304,1e-05,0.923,0.39965406975746154
126,0.9825688440601985,0.18205645945718799,1e-05,0.924,0.3971371750354767
127,0.9821085494716618,0.1827327416869184,1e-05,0.9235,0.39998282146453856
128,0.9828089977585655,0.18146158124043169,1e-05,0.9235,0.40090801887512206
129,0.9825488312520013,0.18168737290094877,1e-05,0.9245,0.399964005279541
130,0.9841098302913864,0.17826053692941057,1e-05,0.9233,0.40039432988166807
131,0.9838496637848223,0.17818623196704625,3.1622776e-06,0.9229,0.40438650097846984
132,0.9843499839897535,0.17699844476755253,1e-05,0.9242,0.4037996280670166
133,0.9834894332372719,0.17842147118801724,1e-05,0.9238,0.4013785933971405
134,0.9837295869356388,0.17765831648158295,1e-05,0.924,0.40214338274002076
135,0.9838096381684278,0.17809874255459468,1e-05,0.925,0.39918359308242796
136,0.9841298430995837,0.1762978157629159,3.1622776e-06,0.9237,0.40182673597335816
137,0.9841298430995837,0.1766482616297297,1e-05,0.9226,0.40238406100273133
138,0.9837896253602305,0.1770229942230624,1e-05,0.9235,0.40156176447868347
139,0.9846101504963176,0.17464597955980707,1e-05,0.923,0.40382268557548523
140,0.9847702529618956,0.17421781834485703,1e-05,0.9224,0.404570321559906
141,0.9850104066602625,0.17508024151913829,3.1622776e-06,0.9224,0.4022011487007141
142,0.9842098943323727,0.17541012310119078,1e-05,0.9229,0.40069880414009096
143,0.9844900736471341,0.1741503372268344,1e-05,0.9229,0.40293986587524416
144,0.9837696125520333,0.17461564292367207,1e-05,0.9208,0.4051129988193512
145,0.9844500480307397,0.17311248045356237,1e-05,0.924,0.4036195033550262
146,0.984390009606148,0.1728053918603976,3.1622776e-06,0.9235,0.4048771595954895
147,0.9852305475504323,0.17247019932413574,1e-05,0.9237,0.40506354751586915
148,0.9845100864553314,0.17405437163023318,1e-05,0.9232,0.40505948629379274
149,0.985690842138969,0.17004311300415736,1e-05,0.9248,0.4043044020175934
150,0.9846501761127121,0.17287158915964487,1e-05,0.9247,0.4031829698085785
151,0.985050432276657,0.1710980042237866,3.1622776e-06,0.9233,0.40376412477493284
152,0.984970381043868,0.17058983556818894,1e-05,0.9236,0.4057851944923401
153,0.9846501761127121,0.17288960177681592,1e-05,0.9239,0.4061594701766968
154,0.9851504963176433,0.17058409854955792,1e-05,0.9236,0.40602447786331175
155,0.9853306115914185,0.1699801579408832,1e-05,0.9247,0.4044814214229584
156,0.9852705731668268,0.16996103561901718,3.1622776e-06,0.925,0.4043567323207855
157,0.9855907780979827,0.1698869439584492,1e-05,0.9244,0.40557693567276
158,0.9843499839897535,0.17152228454271648,1e-05,0.9235,0.40609625005722044
159,0.9860510726865194,0.16857165643564218,1e-05,0.923,0.4064236316204071
160,0.9852305475504323,0.1690017558894324,1e-05,0.9235,0.40450342597961425
161,0.984890329811079,0.1693912423166601,5e-07,0.9231,0.40494380807876584
162,0.9858909702209414,0.16799116257746327,1e-06,0.9241,0.40409282908439637
163,0.9855907780979827,0.16921830378184133,1e-06,0.924,0.4038261543273926
164,0.9852705731668268,0.16865203694926215,1e-06,0.9235,0.40495576934814453
165,0.9852905859750241,0.168506746037511,1e-06,0.9243,0.4037567675113678
166,0.9858309317963496,0.16826137030044505,5e-07,0.9238,0.40423185596466066
167,0.9853906500160102,0.16815214144412502,1e-06,0.9244,0.4045846561908722
168,0.9858709574127441,0.1681424790979615,1e-06,0.9234,0.4048571722984314
169,0.9868115593980147,0.1657311537118436,1e-06,0.9238,0.40579666848182677
170,0.9865313800832533,0.16695068276085,1e-06,0.9247,0.40565227456092834
171,0.9857708933717579,0.1684165652596794,5e-07,0.924,0.40464360361099244
172,0.9864113032340698,0.16692205532082677,1e-06,0.9235,0.4050670142650604
173,0.9857708933717579,0.16678143650283808,1e-06,0.924,0.4035075384616852
174,0.9866314441242395,0.1668898708357324,1e-06,0.9243,0.4049444227218628
175,0.9854106628242075,0.16820539102755103,1e-06,0.9243,0.40467081322669984
176,0.9850104066602625,0.16923098413084625,5e-07,0.9233,0.40766419563293455
177,0.9869316362471982,0.16436699803368693,1e-06,0.924,0.4052209979057312
178,0.9862111751520973,0.16705251835093374,1e-06,0.9236,0.4059498476982117
179,0.9870317002881844,0.16542148685516397,1e-06,0.9238,0.40518764386177064
180,0.9854707012487992,0.1674701063546316,1e-06,0.9232,0.4056886616230011
181,0.9871317643291707,0.16552592973811406,5e-07,0.9237,0.4057337569236755
182,0.9862712135766891,0.1666481494235565,5e-07,0.9238,0.4057179492473602
183,0.9864313160422671,0.16608032131859252,5e-07,0.923,0.40660835490226743
184,0.9856308037143772,0.1673870762017458,5e-07,0.924,0.4058401683330536
185,0.9859510086455331,0.16683001173084605,5e-07,0.924,0.40629565267562867
186,0.9863312520012808,0.1664113816764925,5e-07,0.9243,0.40470848121643066
187,0.9857108549471661,0.16694991285320737,5e-07,0.9235,0.4055264559268951
188,0.9861511367275057,0.16607631297780273,5e-07,0.9235,0.4052887599468231
189,0.9862512007684918,0.1664935684704147,5e-07,0.9245,0.4056117660999298
190,0.9862512007684918,0.16711808066413145,5e-07,0.9238,0.40627432532310487
191,0.9857108549471661,0.16674042447537823,5e-07,0.924,0.4051970296382904
192,0.9861911623439001,0.16718583435936687,5e-07,0.9233,0.4063187086582184
193,0.9860710854947167,0.1669569111026864,5e-07,0.9238,0.40544804782867433
194,0.9864513288504643,0.16601492063265522,5e-07,0.9237,0.4055100173950195
195,0.9864513288504643,0.1662991312960192,5e-07,0.9234,0.4063196643829346
196,0.9862512007684918,0.16560603195835374,5e-07,0.924,0.4060413736343384
197,0.9860910983029139,0.16691295646090482,5e-07,0.9244,0.4056542624950409
198,0.9869316362471982,0.16559342162047216,5e-07,0.9233,0.406798167181015
199,0.986591418507845,0.16656535081362595,5e-07,0.9246,0.40624867606163023
